

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/12 20:40時点のランキング
001位,パイン,総合スコア 577.3,ぷー雀星Lv.17,個人スコア351.0,ファイトガールスコア226.3
002位,アマト・テンシ,総合スコア 568.4,まに雀星Lv.4,個人スコア336.0,ファイトガールスコア232.4
003位,ナナツノ・ツミレ,総合スコア 557.1,DESSA雀星Lv.15,個人スコア342.7,ファイトガールスコア214.4
004位,トイトイ,総合スコア 553.0,とかげ雀星Lv.15,個人スコア311.5,ファイトガールスコア241.5
005位,アンコク・ミツバ,総合スコア 552.8,ミント雀星Lv.27,個人スコア324.5,ファイトガールスコア228.3
006位,タテナオリ・セン,総合スコア 542.3,メロ雀星Lv.21,個人スコア304.8,ファイトガールスコア237.5
007位,ゼツバミ・ヤオ,総合スコア 535.2,SKコマチ雀星★Lv.20,個人スコア333.4,ファイトガールスコア201.8
008位,クニノカミ・ムサシ,総合スコア 504.7,チンイツ雀星Lv.9,個人スコア288.5,ファイトガールスコア216.2
009位,ヤワラギ・ヒヨリ,総合スコア 485.6,はま雀星★Lv.19,個人スコア305.2,ファイトガールスコア180.4
010位,藤崎詩織,総合スコア 469.4,ヤガミサン雀星Lv.13,個人スコア289.8,ファイトガールスコア179.6
個別ランキングヤワラギ・ヒヨリ
001位,はま,雀星★Lv.19,305.2
002位,のだコトネ,雀星Lv.8,290.2
003位,yellow,七段,269.0
004位,strmdn,雀星Lv.2,254.8
005位,ファイトガール,雀星Lv.5,250.5
006位,なね,初段,247.7
007位,ぱの,十段,241.8
008位,april,雀星Lv.8,235.2
009位,KUMA9,雀星Lv.3,227.5
010位,どら,初段,219.1
011位,とおりん,雀星Lv.2,217.6
012位,りん,雀星Lv.4,216.5
013位,ちゅ～る,雀星Lv.2,215.5
014位,ブレクト,雀星Lv.2,214.2
015位,ミンボー,雀星Lv.2,213.9
016位,ヤリカバゥ,五段,210.0
017位,SOSDAN,八段,208.3
018位,コージロー,雀星Lv.33,205.2
019位,TACAS,４級,201.3
020位,エルフェルト,雀星Lv.1,199.7
021位,てるてるー,七段,196.6
022位,あおばや,九段,185.6
023位,シルメリア,雀星Lv.1,185.5
024位,5＝13,八段,185.5
025位,0ロク0,三段,184.8
026位,ナガセ,雀星Lv.3,183.8
027位,Sac,四段,183.3
028位,ゆうきゆうな,雀星Lv.1,179.5
029位,りょーやん,九段,176.7
030位,ユンファ,五段,169.9
031位,HAIDO！？,４級,168.7
032位,トモトモ777,七段,158.0
033位,ウォルテ,九段,151.8
034位,ANK〇,二段,148.3
035位,うおたみ,雀星Lv.25,146.5
036位,あんどぅ,初段,145.5
037位,ECE116,雀星Lv.2,138.4
038位,むくぼき,三段,135.7
039位,かおるだ,雀星Lv.7,134.2
040位,トラウデン,四段,125.0
041位,MAU,初段,122.2
042位,ファイトガール,八段,121.2
043位,KANATA,十段,120.5
044位,ホースライダー,二段,115.4
045位,ゆすけ,九段,111.9
046位,コッパ,４級,106.6
047位,かしわもち,雀星Lv.6,105.4
048位,ひで,八段,99.7
049位,ファイトガール,雀星Lv.6,96.3
050位,zisk,４級,92.8
個別ランキングタテナオリ・セン
001位,メロ,雀星Lv.21,304.8
002位,ぱちぇりー,雀星Lv.58,300.6
003位,ほっけ,雀星Lv.6,297.2
004位,つばす,雀星Lv.11,271.3
005位,らびぃ,雀星Lv.21,270.0
006位,じょしゅくん,六段,267.3
007位,アノア,雀星Lv.1,265.4
008位,ドラゴソ,雀星Lv.22,265.0
009位,あぎりさん,雀星Lv.2,263.6
010位,ぽてとドライ,雀星Lv.1,260.6
011位,ファイトガール,雀星Lv.7,257.0
012位,JAKE,雀星Lv.8,256.9
013位,ユウU,雀星Lv.3,256.5
014位,フェネック,雀星Lv.23,256.2
015位,しまむら,五段,252.3
016位,きさらぎ,七段,252.2
017位,いちえん,七段,251.7
018位,あれーぬ,雀星Lv.11,249.2
019位,ねこまたぽかう,雀星Lv.1,247.6
020位,ピコ,雀星Lv.6,246.9
021位,ミケネコ,雀星Lv.1,245.2
022位,けむ,雀星Lv.6,243.8
023位,キョクセイ,雀星Lv.51,243.6
024位,moji2,雀星Lv.17,241.5
025位,ありす,雀星Lv.2,233.8
026位,ファイトガール,二段,233.7
027位,A,２級,232.4
028位,ねーふぁ,三段,230.1
029位,セシリア,雀星Lv.1,228.1
030位,AAAAA,雀星Lv.1,223.9
031位,みっくん,雀星Lv.4,223.3
032位,チサト,十段,219.9
033位,YZY,雀星Lv.9,219.0
034位,いーすときん,雀星Lv.3,218.9
035位,おぐらてぃ,七段,217.1
036位,いたもん,雀星Lv.9,217.1
037位,らすてぃ,雀星Lv.39,216.9
038位,EVE,雀星Lv.15,216.4
039位,ばばこのみ,雀星Lv.4,216.0
040位,あぶりゃーげ,雀星Lv.10,213.7
041位,ハコテん,二段,213.3
042位,ありすさん,雀星Lv.24,212.7
043位,ファイトガール,雀星Lv.49,204.3
044位,ミズホ,八段,202.9
045位,ストーム,五段,202.7
046位,いけだぎんこう,雀星Lv.2,202.6
047位,いざよいくろの,七段,200.9
048位,みゅー,四段,200.6
049位,ファイトガール,六段,199.6
050位,シーナンス,五段,198.6
個別ランキングナナツノ・ツミレ
001位,DESSA,雀星Lv.15,342.7
002位,Shikema,十段,286.8
003位,Araragi,雀星Lv.7,284.2
004位,ウシコ,雀星Lv.12,281.8
005位,まち,雀星Lv.52,268.7
006位,かれん,雀星Lv.31,268.5
007位,うめポン,雀星Lv.47,256.1
008位,TAITyO,雀星Lv.20,253.8
009位,ユウキュウホシ,雀星Lv.1,253.2
010位,S・A,雀星Lv.8,251.1
011位,〈＝∀＝〉,雀星Lv.16,241.9
012位,クズだんな,雀星Lv.9,241.1
013位,コポゥwww,６級,240.9
014位,アリアダスト,雀星Lv.30,239.0
015位,なたね,雀星Lv.19,238.3
016位,アメリー,六段,232.0
017位,Katsumi,五段,231.3
018位,DBEYR,雀星Lv.3,224.3
019位,たっきー,雀星Lv.3,224.1
020位,うみのこえ,雀星Lv.4,223.7
021位,ぜろてぃ,雀星Lv.7,221.2
022位,ヤマト,雀星Lv.1,217.6
023位,ツミレ,雀星Lv.9,216.0
024位,すのい,八段,215.1
025位,てない,五段,214.5
026位,ファイトガール,三段,212.7
027位,*Yu－Na*,雀星Lv.44,208.1
028位,AKI,雀星Lv.3,200.2
029位,しるこサンド,雀星Lv.20,199.8
030位,すいまる,五段,199.5
031位,DUMP,雀星Lv.1,198.1
032位,HUUYA,二段,196.9
033位,BYK,雀星Lv.4,196.1
034位,おかもとゴム,六段,195.1
035位,ライツ,七段,191.9
036位,TAKO,雀星Lv.16,191.1
037位,ファイトガール,雀星Lv.2,186.4
038位,MA－KING,２級,183.1
039位,なげっつ,九段,178.4
040位,ジュン,雀星Lv.2,176.4
041位,このへんにスズ,三段,175.5
042位,GM3,七段,173.7
043位,Masho,４級,170.2
044位,レクス,八段,167.0
045位,めめしくて,雀星Lv.1,163.5
046位,きざきがう,雀星Lv.1,159.1
047位,LCB,雀星Lv.26,158.4
048位,T_MiyaP,六段,157.9
049位,ぐみべあ,九段,157.3
050位,Grkt∀2,初段,153.7
個別ランキングアマト・テンシ
001位,まに,雀星Lv.4,336.0
002位,じばくれい,雀星Lv.8,332.1
003位,ラスク,雀星Lv.78,323.3
004位,しあるん,雀星★Lv.3,321.7
005位,めぐまめ,七段,289.6
006位,きゃら,雀星Lv.17,287.0
007位,めろりぬ,雀星Lv.62,286.4
008位,ファイトガール,四段,285.3
009位,ねくすい,雀星Lv.12,273.8
010位,ないとう,雀星Lv.13,265.1
011位,まっくん,雀星Lv.3,255.2
012位,イギ,雀星Lv.1,246.9
013位,ぴかちゅー★,雀星Lv.1,245.5
014位,いか,雀星Lv.4,242.7
015位,SG,雀星Lv.2,241.7
016位,やまがみ,雀星Lv.24,235.3
