

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/11 20:50時点のランキング
001位,パイン,総合スコア 569.6,ぷー雀星Lv.17,個人スコア351.0,ファイトガールスコア218.6
002位,アマト・テンシ,総合スコア 567.2,まに雀星Lv.4,個人スコア336.0,ファイトガールスコア231.2
003位,ナナツノ・ツミレ,総合スコア 551.9,DESSA雀星Lv.15,個人スコア342.7,ファイトガールスコア209.2
004位,トイトイ,総合スコア 549.2,とかげ雀星Lv.15,個人スコア311.5,ファイトガールスコア237.7
005位,アンコク・ミツバ,総合スコア 545.9,ミント雀星Lv.27,個人スコア324.5,ファイトガールスコア221.4
006位,タテナオリ・セン,総合スコア 532.6,ぱちぇりー雀星Lv.57,個人スコア300.6,ファイトガールスコア232.0
007位,ゼツバミ・ヤオ,総合スコア 523.4,SKコマチ雀星★Lv.18,個人スコア328.4,ファイトガールスコア195.0
008位,クニノカミ・ムサシ,総合スコア 496.7,カワウソくん雀星Lv.27,個人スコア285.3,ファイトガールスコア211.4
009位,藤崎詩織,総合スコア 466.9,ヤガミサン雀星Lv.13,個人スコア289.8,ファイトガールスコア177.1
010位,ヤワラギ・ヒヨリ,総合スコア 463.7,のだコトネ雀星Lv.8,個人スコア290.2,ファイトガールスコア173.5
個別ランキングヤワラギ・ヒヨリ
001位,のだコトネ,雀星Lv.8,290.2
002位,はま,雀星★Lv.18,289.3
003位,yellow,六段,269.0
004位,なね,初段,247.7
005位,ぱの,十段,241.8
006位,ファイトガール,雀星Lv.5,240.3
007位,april,雀星Lv.8,235.2
008位,strmdn,雀星Lv.2,233.9
009位,KUMA9,雀星Lv.3,227.5
010位,とおりん,雀星Lv.2,217.6
011位,ちゅ～る,雀星Lv.2,215.5
012位,ミンボー,雀星Lv.2,213.9
013位,SOSDAN,八段,208.3
014位,コージロー,雀星Lv.33,205.2
015位,ヤリカバゥ,五段,204.6
016位,どら,１級,202.4
017位,TACAS,４級,201.3
018位,エルフェルト,雀星Lv.1,199.7
019位,てるてるー,七段,196.6
020位,ブレクト,雀星Lv.2,193.1
021位,あおばや,九段,185.6
022位,0ロク0,三段,184.8
023位,ナガセ,雀星Lv.3,183.8
024位,Sac,四段,183.3
025位,りん,雀星Lv.1,177.8
026位,HAIDO！？,４級,168.7
027位,ゆうきゆうな,雀星Lv.1,164.9
028位,5＝13,八段,164.8
029位,シルメリア,雀星Lv.1,162.7
030位,ユンファ,五段,160.7
031位,トモトモ777,七段,157.8
032位,ウォルテ,九段,151.8
033位,ANK〇,二段,148.3
034位,うおたみ,雀星Lv.25,146.5
035位,あんどぅ,初段,145.5
036位,ECE116,雀星Lv.2,138.4
037位,むくぼき,三段,135.7
038位,MAU,初段,122.2
039位,ファイトガール,八段,121.2
040位,りょーやん,九段,119.9
041位,KANATA,十段,119.9
042位,ゆすけ,九段,111.9
043位,ホースライダー,二段,109.1
044位,コッパ,４級,106.6
045位,かしわもち,雀星Lv.6,105.4
046位,ひで,八段,99.7
047位,ファイトガール,雀星Lv.6,96.3
048位,zisk,４級,92.8
049位,ぐぁの,三段,92.6
050位,トラウデン,四段,85.4
個別ランキングタテナオリ・セン
001位,ぱちぇりー,雀星Lv.57,300.6
002位,ほっけ,雀星Lv.7,297.2
003位,メロ,雀星Lv.22,276.4
004位,つばす,雀星Lv.11,271.3
005位,らびぃ,雀星Lv.21,270.0
006位,じょしゅくん,六段,267.3
007位,ぽてとドライ,雀星Lv.1,260.6
008位,フェネック,雀星Lv.23,256.2
009位,ドラゴソ,雀星Lv.22,255.8
010位,あぎりさん,雀星Lv.2,255.1
011位,きさらぎ,七段,252.2
012位,いちえん,七段,251.7
013位,ファイトガール,雀星Lv.7,248.6
014位,ユウU,雀星Lv.3,247.8
015位,ねこまたぽかう,雀星Lv.1,247.6
016位,けむ,雀星Lv.6,243.8
017位,キョクセイ,雀星Lv.50,243.6
018位,moji2,雀星Lv.17,241.5
019位,アノア,雀星Lv.1,241.4
020位,ありす,雀星Lv.2,233.8
021位,A,２級,232.4
022位,しまむら,四段,231.4
023位,ねーふぁ,三段,230.1
024位,JAKE,雀星Lv.8,229.5
025位,ミケネコ,雀星Lv.1,228.1
026位,ピコ,雀星Lv.6,227.3
027位,AAAAA,雀星Lv.1,223.9
028位,みっくん,雀星Lv.4,223.3
029位,チサト,十段,219.9
030位,ファイトガール,初段,219.5
031位,いーすときん,雀星Lv.3,218.9
032位,おぐらてぃ,七段,217.1
033位,いたもん,雀星Lv.9,217.1
034位,らすてぃ,雀星Lv.39,216.9
035位,ばばこのみ,雀星Lv.4,216.0
036位,EVE,雀星Lv.15,215.2
037位,あぶりゃーげ,雀星Lv.10,213.7
038位,ハコテん,二段,213.3
039位,YZY,雀星Lv.9,213.2
040位,ありすさん,雀星Lv.24,212.7
041位,あれーぬ,雀星Lv.11,210.3
042位,ファイトガール,雀星Lv.49,204.3
043位,セシリア,雀星Lv.1,203.8
044位,ミズホ,八段,202.9
045位,いけだぎんこう,雀星Lv.3,202.6
046位,いざよいくろの,七段,200.9
047位,みゅー,四段,200.6
048位,ファイトガール,六段,199.6
049位,シーナンス,五段,198.6
050位,ぬめ,雀星Lv.15,196.8
