

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/13 17:20時点のランキング
001位,パイン,総合スコア 578.3,ぷー雀星Lv.17,個人スコア351.0,ファイトガールスコア227.3
002位,アマト・テンシ,総合スコア 578.2,まに雀星Lv.3,個人スコア344.0,ファイトガールスコア234.2
003位,ナナツノ・ツミレ,総合スコア 563.0,DESSA雀星Lv.16,個人スコア342.7,ファイトガールスコア220.3
004位,アンコク・ミツバ,総合スコア 557.8,トネガワッ☆雀星Lv.12,個人スコア326.7,ファイトガールスコア231.1
005位,トイトイ,総合スコア 555.1,ルル雀星Lv.3,個人スコア312.0,ファイトガールスコア243.1
006位,タテナオリ・セン,総合スコア 546.6,メロ雀星Lv.21,個人スコア304.8,ファイトガールスコア241.8
007位,ゼツバミ・ヤオ,総合スコア 537.5,SKコマチ雀星★Lv.20,個人スコア333.4,ファイトガールスコア204.1
008位,クニノカミ・ムサシ,総合スコア 509.5,カワウソくん雀星Lv.27,個人スコア290.3,ファイトガールスコア219.2
009位,ヤワラギ・ヒヨリ,総合スコア 507.4,はま雀星★Lv.21,個人スコア322.0,ファイトガールスコア185.4
010位,藤崎詩織,総合スコア 473.3,ヤガミサン雀星Lv.13,個人スコア289.8,ファイトガールスコア183.5
個別ランキングヤワラギ・ヒヨリ
001位,はま,雀星★Lv.21,322.0
002位,のだコトネ,雀星Lv.8,290.2
003位,yellow,八段,269.0
004位,strmdn,雀星Lv.2,257.9
005位,SOSDAN,八段,256.1
006位,ファイトガール,雀星Lv.5,250.5
007位,なね,初段,247.7
008位,ぱの,十段,241.8
009位,april,雀星Lv.8,235.2
010位,ミンボー,雀星Lv.2,235.1
011位,KUMA9,雀星Lv.3,227.5
012位,どら,初段,219.1
013位,コージロー,雀星Lv.33,217.9
014位,とおりん,雀星Lv.2,217.6
015位,りん,雀星Lv.4,216.5
016位,ちゅ～る,雀星Lv.2,215.5
017位,ブレクト,雀星Lv.2,214.2
018位,ヤリカバゥ,五段,210.0
019位,りょーやん,十段,209.6
020位,TACAS,４級,201.3
021位,エルフェルト,雀星Lv.1,199.7
022位,てるてるー,七段,196.6
023位,あおばや,九段,185.6
024位,シルメリア,雀星Lv.1,185.5
025位,5＝13,八段,185.5
026位,0ロク0,三段,184.8
027位,かおるだ,雀星Lv.7,184.8
028位,ナガセ,雀星Lv.3,183.8
029位,Sac,四段,183.3
030位,ゆうきゆうな,雀星Lv.1,179.5
031位,ユンファ,五段,169.9
032位,HAIDO！？,４級,168.7
033位,トモトモ777,七段,158.0
034位,ファイトガール,八段,152.6
035位,ウォルテ,九段,151.8
036位,ANK〇,二段,148.3
037位,うおたみ,雀星Lv.25,146.5
038位,あんどぅ,初段,145.5
039位,ECE116,雀星Lv.2,138.4
040位,トラウデン,四段,136.1
041位,むくぼき,三段,135.7
042位,MAU,初段,122.2
043位,KANATA,十段,120.5
044位,ホースライダー,二段,115.4
045位,あーちゃん,雀星Lv.1,114.7
046位,ゆすけ,九段,111.9
047位,コッパ,４級,106.6
048位,かしわもち,雀星Lv.6,105.4
049位,ひで,八段,99.7
050位,ファイトガール,雀星Lv.6,96.3
個別ランキングタテナオリ・セン
001位,メロ,雀星Lv.21,304.8
002位,ドラゴソ,雀星Lv.24,304.8
003位,ぱちぇりー,雀星Lv.58,300.6
004位,ほっけ,雀星Lv.4,297.2
005位,つばす,雀星Lv.11,271.3
006位,らびぃ,雀星Lv.21,270.0
007位,アノア,雀星Lv.1,268.3
008位,じょしゅくん,六段,267.3
009位,ユウU,雀星Lv.3,265.8
010位,ねーふぁ,三段,263.7
011位,あぎりさん,雀星Lv.2,263.6
012位,ぽてとドライ,雀星Lv.1,260.6
013位,ファイトガール,雀星Lv.7,260.0
014位,JAKE,雀星Lv.8,256.9
015位,けみがわかい,雀星Lv.2,256.3
016位,フェネック,雀星Lv.23,256.2
017位,しまむら,五段,252.3
018位,きさらぎ,七段,252.2
019位,いちえん,七段,251.7
020位,あれーぬ,雀星Lv.11,249.2
021位,ねこまたぽかう,雀星Lv.1,247.6
022位,ピコ,雀星Lv.6,246.9
023位,ミケネコ,雀星Lv.1,245.2
024位,けむ,雀星Lv.6,243.8
025位,キョクセイ,雀星Lv.51,243.6
026位,moji2,雀星Lv.17,241.5
027位,いすかん,十段,238.6
028位,ありす,雀星Lv.2,233.8
029位,ファイトガール,二段,233.7
030位,A,２級,232.4
031位,セシリア,雀星Lv.1,228.1
032位,もなか,７級,224.0
033位,AAAAA,雀星Lv.1,223.9
034位,みっくん,雀星Lv.4,223.3
035位,チサト,十段,219.9
036位,YZY,雀星Lv.9,219.0
037位,いーすときん,雀星Lv.3,218.9
038位,おぐらてぃ,七段,217.1
039位,いたもん,雀星Lv.9,217.1
040位,らすてぃ,雀星Lv.39,216.9
041位,EVE,雀星Lv.15,216.4
042位,ばばこのみ,雀星Lv.4,216.0
043位,ストーム,六段,214.0
044位,あぶりゃーげ,雀星Lv.10,213.7
045位,ハコテん,二段,213.3
046位,ありすさん,雀星Lv.24,212.7
047位,IHガスジロー,九段,207.8
048位,ファイトガール,雀星Lv.49,204.3
049位,ミズホ,八段,202.9
050位,いけだぎんこう,雀星Lv.2,202.6
個別ランキングナナツノ・ツミレ
001位,DESSA,雀星Lv.16,342.7
002位,Shikema,九段,298.1
003位,Araragi,雀星Lv.7,284.2
004位,ウシコ,雀星Lv.12,281.8
005位,TAITyO,雀星Lv.22,277.9
006位,まち,雀星Lv.52,268.7
007位,かれん,雀星Lv.31,268.5
008位,うめポン,雀星Lv.47,266.3
009位,〈＝∀＝〉,雀星Lv.16,260.2
010位,ユウキュウホシ,雀星Lv.1,253.2
011位,*Yu－Na*,雀星Lv.45,251.6
012位,S・A,雀星Lv.9,251.1
013位,クズだんな,雀星Lv.9,241.1
014位,コポゥwww,６級,240.9
015位,アリアダスト,雀星Lv.30,239.0
016位,なたね,雀星Lv.19,238.3
017位,アメリー,六段,232.0
018位,Katsumi,五段,231.3
019位,DBEYR,雀星Lv.3,224.3
020位,たっきー,雀星Lv.3,224.1
021位,うみのこえ,雀星Lv.4,223.7
