

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/15 16:10時点のランキング
001位,トイトイ,総合スコア 617.4,FUKAKEN雀星Lv.26,個人スコア362.3,ファイトガールスコア255.1
002位,ナナツノ・ツミレ,総合スコア 607.9,DESSA雀星Lv.16,個人スコア370.7,ファイトガールスコア237.2
003位,アンコク・ミツバ,総合スコア 597.7,トネガワッ☆雀星Lv.13,個人スコア356.0,ファイトガールスコア241.7
004位,タテナオリ・セン,総合スコア 594.7,ドラゴソ雀星Lv.27,個人スコア342.3,ファイトガールスコア252.4
005位,パイン,総合スコア 593.4,ZERO雀星Lv.2,個人スコア356.0,ファイトガールスコア237.4
006位,アマト・テンシ,総合スコア 589.7,まに雀星Lv.6,個人スコア344.0,ファイトガールスコア245.7
007位,ゼツバミ・ヤオ,総合スコア 555.9,SKコマチ雀星★Lv.21,個人スコア333.4,ファイトガールスコア222.5
008位,クニノカミ・ムサシ,総合スコア 538.8,チンイツ雀星Lv.10,個人スコア311.6,ファイトガールスコア227.2
009位,ヤワラギ・ヒヨリ,総合スコア 525.4,はま雀星★Lv.23,個人スコア322.0,ファイトガールスコア203.4
010位,藤崎詩織,総合スコア 492.8,いそぱん雀星Lv.29,個人スコア303.5,ファイトガールスコア189.3
個別ランキングヤワラギ・ヒヨリ
001位,はま,雀星★Lv.23,322.0
002位,のだコトネ,雀星Lv.8,290.2
003位,ファイトガール,初段,288.8
004位,strmdn,雀星Lv.2,264.0
005位,SOSDAN,九段,262.1
006位,ファイトガール,雀星Lv.5,260.2
007位,april,雀星Lv.10,259.1
008位,とおりん,雀星Lv.2,251.0
009位,なね,初段,247.7
010位,りん,雀星Lv.4,244.2
011位,ぱの,十段,241.8
012位,ミンボー,雀星Lv.2,235.1
013位,KUMA9,雀星Lv.1,232.1
014位,ヤリカバゥ,六段,230.7
015位,YOTSUBA,四段,227.6
016位,ナガセ,雀星Lv.4,225.7
017位,ウォルテ,九段,220.2
018位,どら,初段,219.1
019位,かおるだ,雀星Lv.7,218.7
020位,コージロー,雀星Lv.34,217.9
021位,りょーやん,十段,217.8
022位,ちゅ～る,雀星Lv.2,215.5
023位,ブレクト,雀星Lv.2,214.2
024位,あおばや,九段,213.0
025位,あんどぅ,初段,210.9
026位,ANK〇,五段,203.0
027位,エルフェルト,雀星Lv.2,202.8
028位,TACAS,４級,201.3
029位,てるてるー,七段,196.6
030位,むくぼき,四段,191.3
031位,Sac,四段,190.7
032位,トモトモ777,七段,190.1
033位,MANA,七段,185.8
034位,シルメリア,雀星Lv.1,185.5
035位,5＝13,八段,185.5
036位,0ロク0,三段,184.8
037位,ゆうきゆうな,雀星Lv.2,179.5
038位,ユンファ,五段,169.9
039位,HAIDO！？,４級,168.7
040位,ホースライダー,二段,152.9
041位,ファイトガール,八段,152.6
042位,ひで,八段,152.2
