

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/10 20:50時点のランキング
001位,アマト・テンシ,総合スコア 564.5,まに雀星Lv.3,個人スコア336.0,ファイトガールスコア228.5
002位,パイン,総合スコア 564.1,ぷー雀星Lv.17,個人スコア351.0,ファイトガールスコア213.1
003位,ナナツノ・ツミレ,総合スコア 544.6,DESSA雀星Lv.15,個人スコア342.7,ファイトガールスコア201.9
004位,トイトイ,総合スコア 544.4,とかげ雀星Lv.15,個人スコア311.5,ファイトガールスコア232.9
005位,アンコク・ミツバ,総合スコア 539.8,ミント雀星Lv.27,個人スコア324.5,ファイトガールスコア215.3
006位,タテナオリ・セン,総合スコア 528.8,ぱちぇりー雀星Lv.57,個人スコア300.6,ファイトガールスコア228.2
007位,クニノカミ・ムサシ,総合スコア 491.6,カワウソくん雀星Lv.27,個人スコア285.3,ファイトガールスコア206.3
008位,ゼツバミ・ヤオ,総合スコア 489.9,SKコマチ雀星★Lv.15,個人スコア299.1,ファイトガールスコア190.8
009位,藤崎詩織,総合スコア 467.1,ヤガミサン雀星Lv.13,個人スコア289.8,ファイトガールスコア177.3
010位,ヤワラギ・ヒヨリ,総合スコア 453.8,のだコトネ雀星Lv.8,個人スコア285.1,ファイトガールスコア168.7
個別ランキングヤワラギ・ヒヨリ
001位,のだコトネ,雀星Lv.8,285.1
002位,はま,雀星★Lv.18,281.7
003位,yellow,五段,269.0
004位,なね,初段,247.7
005位,ぱの,十段,241.8
006位,april,雀星Lv.8,235.2
007位,strmdn,雀星Lv.2,233.9
008位,KUMA9,雀星Lv.3,227.5
009位,ファイトガール,雀星Lv.5,224.5
010位,とおりん,雀星Lv.2,217.6
011位,ちゅ～る,雀星Lv.2,215.5
012位,ミンボー,雀星Lv.2,213.9
013位,SOSDAN,九段,208.3
014位,コージロー,雀星Lv.33,205.2
015位,ヤリカバゥ,五段,204.6
016位,どら,１級,202.4
017位,TACAS,４級,201.3
018位,エルフェルト,雀星Lv.1,199.7
019位,てるてるー,七段,196.6
020位,ブレクト,雀星Lv.2,193.1
021位,あおばや,九段,185.6
022位,0ロク0,三段,184.8
023位,ナガセ,雀星Lv.3,183.8
024位,Sac,四段,183.3
025位,りん,雀星Lv.1,177.8
026位,HAIDO！？,４級,168.7
027位,ゆうきゆうな,雀星Lv.1,164.9
028位,5＝13,八段,164.8
029位,シルメリア,雀星Lv.1,162.7
030位,ユンファ,五段,160.7
031位,ウォルテ,九段,151.8
032位,うおたみ,雀星Lv.25,146.5
033位,あんどぅ,初段,145.5
034位,ECE116,雀星Lv.2,138.4
035位,むくぼき,三段,135.7
036位,MAU,初段,122.2
037位,ファイトガール,八段,121.2
038位,りょーやん,九段,119.9
039位,ゆすけ,九段,111.9
040位,ANK〇,二段,111.5
041位,かしわもち,雀星Lv.6,105.4
042位,ひで,八段,99.7
